# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 21:37:46 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+224202+0j,+3.63557e+06+1.78001e+06j
2013-08-28 00:00:02 PST,+230613+0j,+3.82979e+06+1.86633e+06j
2013-08-28 00:00:03 PST,+227985+0j,+3.76489e+06+1.83495e+06j
2013-08-28 00:00:04 PST,+227834+0j,+3.7714e+06+1.83607e+06j
2013-08-28 00:00:05 PST,+226486+0j,+3.74338e+06+1.8215e+06j
2013-08-28 00:00:06 PST,+224527+0j,+3.66489e+06+1.78983e+06j
2013-08-28 00:00:07 PST,+225677+0j,+3.67466e+06+1.79825e+06j
2013-08-28 00:00:08 PST,+226686+0j,+3.68016e+06+1.80478e+06j
2013-08-28 00:00:09 PST,+226637+0j,+3.6556e+06+1.79766e+06j
2013-08-28 00:00:10 PST,+226135+0j,+3.61849e+06+1.78479e+06j
2013-08-28 00:00:11 PST,+226213+0j,+3.63234e+06+1.78905e+06j
2013-08-28 00:00:12 PST,+226479+0j,+3.65243e+06+1.79599e+06j
2013-08-28 00:00:13 PST,+226379+0j,+3.66226e+06+1.79826e+06j
2013-08-28 00:00:14 PST,+226530+0j,+3.67924e+06+1.80373e+06j
2013-08-28 00:00:15 PST,+226615+0j,+3.69433e+06+1.80839e+06j
2013-08-28 00:00:16 PST,+226498+0j,+3.68479e+06+1.80516e+06j
2013-08-28 00:00:17 PST,+226281+0j,+3.67164e+06+1.80042e+06j
2013-08-28 00:00:18 PST,+226135+0j,+3.66056e+06+1.79658e+06j
2013-08-28 00:00:19 PST,+226286+0j,+3.65789e+06+1.79653e+06j
2013-08-28 00:00:20 PST,+226386+0j,+3.65369e+06+1.79586e+06j
2013-08-28 00:00:21 PST,+226314+0j,+3.64112e+06+1.79201e+06j
2013-08-28 00:00:22 PST,+226214+0j,+3.62759e+06+1.78774e+06j
2013-08-28 00:00:23 PST,+226226+0j,+3.6172e+06+1.78488e+06j
2013-08-28 00:00:24 PST,+226343+0j,+3.60971e+06+1.78335e+06j
2013-08-28 00:00:25 PST,+226372+0j,+3.59974e+06+1.78073e+06j
2013-08-28 00:00:26 PST,+226367+0j,+3.6057e+06+1.78238e+06j
2013-08-28 00:00:27 PST,+226391+0j,+3.61374e+06+1.78474e+06j
2013-08-28 00:00:28 PST,+226375+0j,+3.62064e+06+1.7866e+06j
2013-08-28 00:00:29 PST,+226365+0j,+3.62772e+06+1.78852e+06j
