# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Thu Jan 27 23:36:14 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+159648+0j,+2.05393e+06+1.05431e+06j
2013-08-28 00:00:02 PST,+212941+0j,+3.33491e+06+1.64148e+06j
2013-08-28 00:00:03 PST,+212097+0j,+3.32162e+06+1.63378e+06j
2013-08-28 00:00:04 PST,+211716+0j,+3.32076e+06+1.63175e+06j
2013-08-28 00:00:05 PST,+211544+0j,+3.32549e+06+1.63231e+06j
2013-08-28 00:00:06 PST,+211782+0j,+3.3122e+06+1.62966e+06j
2013-08-28 00:00:07 PST,+211800+0j,+3.29247e+06+1.6242e+06j
2013-08-28 00:00:08 PST,+211496+0j,+3.26418e+06+1.61485e+06j
2013-08-28 00:00:09 PST,+211434+0j,+3.24237e+06+1.60845e+06j
2013-08-28 00:00:10 PST,+211579+0j,+3.22603e+06+1.60453e+06j
2013-08-28 00:00:11 PST,+211448+0j,+3.23273e+06+1.60584e+06j
2013-08-28 00:00:12 PST,+211391+0j,+3.24229e+06+1.60824e+06j
2013-08-28 00:00:13 PST,+211476+0j,+3.25563e+06+1.61235e+06j
2013-08-28 00:00:14 PST,+211448+0j,+3.26591e+06+1.61512e+06j
2013-08-28 00:00:15 PST,+211457+0j,+3.27719e+06+1.61832e+06j
2013-08-28 00:00:16 PST,+211499+0j,+3.27293e+06+1.61731e+06j
2013-08-28 00:00:17 PST,+211531+0j,+3.2677e+06+1.61599e+06j
2013-08-28 00:00:18 PST,+211526+0j,+3.26145e+06+1.61422e+06j
2013-08-28 00:00:19 PST,+211548+0j,+3.25594e+06+1.61278e+06j
2013-08-28 00:00:20 PST,+211589+0j,+3.25091e+06+1.61156e+06j
2013-08-28 00:00:21 PST,+211547+0j,+3.24058e+06+1.60848e+06j
2013-08-28 00:00:22 PST,+211551+0j,+3.23132e+06+1.6059e+06j
2013-08-28 00:00:23 PST,+211562+0j,+3.2222e+06+1.6034e+06j
2013-08-28 00:00:24 PST,+211542+0j,+3.21229e+06+1.60054e+06j
2013-08-28 00:00:25 PST,+211543+0j,+3.20292e+06+1.59792e+06j
2013-08-28 00:00:26 PST,+211553+0j,+3.20851e+06+1.59954e+06j
2013-08-28 00:00:27 PST,+211559+0j,+3.21509e+06+1.6014e+06j
2013-08-28 00:00:28 PST,+211546+0j,+3.22119e+06+1.60305e+06j
2013-08-28 00:00:29 PST,+211556+0j,+3.22787e+06+1.60497e+06j
