# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Wed Feb  9 20:10:02 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+97777.3+0j,+985511+550240j
2013-08-28 00:00:02 PST,+109263+0j,+1.15319e+06+630207j
2013-08-28 00:00:03 PST,+111588+0j,+1.1912e+06+647839j
2013-08-28 00:00:04 PST,+108149+0j,+1.1414e+06+623624j
2013-08-28 00:00:05 PST,+108605+0j,+1.15076e+06+627625j
2013-08-28 00:00:06 PST,+109271+0j,+1.15559e+06+630920j
2013-08-28 00:00:07 PST,+109172+0j,+1.14867e+06+628654j
2013-08-28 00:00:08 PST,+108865+0j,+1.13871e+06+624913j
2013-08-28 00:00:09 PST,+108950+0j,+1.1346e+06+623974j
2013-08-28 00:00:10 PST,+108966+0j,+1.12946e+06+622557j
2013-08-28 00:00:11 PST,+108980+0j,+1.13238e+06+623436j
2013-08-28 00:00:12 PST,+108969+0j,+1.13517e+06+624203j
2013-08-28 00:00:13 PST,+109013+0j,+1.13878e+06+625360j
2013-08-28 00:00:14 PST,+109012+0j,+1.1417e+06+626194j
2013-08-28 00:00:15 PST,+108924+0j,+1.14334e+06+626418j
2013-08-28 00:00:16 PST,+108886+0j,+1.14133e+06+625725j
2013-08-28 00:00:17 PST,+108875+0j,+1.13955e+06+625185j
2013-08-28 00:00:18 PST,+108920+0j,+1.1386e+06+625036j
2013-08-28 00:00:19 PST,+108948+0j,+1.13739e+06+624774j
2013-08-28 00:00:20 PST,+108979+0j,+1.13622e+06+624529j
2013-08-28 00:00:21 PST,+108967+0j,+1.13359e+06+623744j
2013-08-28 00:00:22 PST,+108977+0j,+1.13123e+06+623097j
2013-08-28 00:00:23 PST,+109013+0j,+1.12926e+06+622634j
2013-08-28 00:00:24 PST,+109043+0j,+1.12718e+06+622127j
2013-08-28 00:00:25 PST,+109058+0j,+1.12491e+06+621523j
2013-08-28 00:00:26 PST,+109077+0j,+1.1266e+06+622065j
2013-08-28 00:00:27 PST,+109105+0j,+1.12873e+06+622754j
2013-08-28 00:00:28 PST,+109091+0j,+1.13023e+06+623143j
2013-08-28 00:00:29 PST,+109075+0j,+1.13173e+06+623525j
