# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 23:27:13 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+222710+0j,+3.59364e+06+1.76095e+06j
2013-08-28 00:00:02 PST,+229917+0j,+3.80964e+06+1.8572e+06j
2013-08-28 00:00:03 PST,+226765+0j,+3.72982e+06+1.81906e+06j
2013-08-28 00:00:04 PST,+225172+0j,+3.69495e+06+1.80143e+06j
2013-08-28 00:00:05 PST,+224943+0j,+3.69903e+06+1.80145e+06j
2013-08-28 00:00:06 PST,+223274+0j,+3.62937e+06+1.77372e+06j
2013-08-28 00:00:07 PST,+223581+0j,+3.61552e+06+1.77135e+06j
2013-08-28 00:00:08 PST,+224412+0j,+3.61622e+06+1.77564e+06j
2013-08-28 00:00:09 PST,+224910+0j,+3.60737e+06+1.77562e+06j
2013-08-28 00:00:10 PST,+224978+0j,+3.58645e+06+1.77008e+06j
2013-08-28 00:00:11 PST,+224193+0j,+3.57623e+06+1.76336e+06j
2013-08-28 00:00:12 PST,+224184+0j,+3.58839e+06+1.76673e+06j
2013-08-28 00:00:13 PST,+224474+0j,+3.60889e+06+1.77389e+06j
2013-08-28 00:00:14 PST,+224353+0j,+3.61793e+06+1.77585e+06j
2013-08-28 00:00:15 PST,+224408+0j,+3.63195e+06+1.78002e+06j
2013-08-28 00:00:16 PST,+224514+0j,+3.62889e+06+1.77966e+06j
2013-08-28 00:00:17 PST,+224584+0j,+3.62397e+06+1.77864e+06j
2013-08-28 00:00:18 PST,+224510+0j,+3.61499e+06+1.77578e+06j
2013-08-28 00:00:19 PST,+224273+0j,+3.60153e+06+1.77084e+06j
2013-08-28 00:00:20 PST,+224316+0j,+3.59585e+06+1.76945e+06j
2013-08-28 00:00:21 PST,+224427+0j,+3.58861e+06+1.76796e+06j
2013-08-28 00:00:22 PST,+224433+0j,+3.57819e+06+1.76509e+06j
2013-08-28 00:00:23 PST,+224482+0j,+3.56899e+06+1.76276e+06j
2013-08-28 00:00:24 PST,+224469+0j,+3.55803e+06+1.75964e+06j
2013-08-28 00:00:25 PST,+224435+0j,+3.54652e+06+1.75626e+06j
2013-08-28 00:00:26 PST,+224451+0j,+3.55298e+06+1.75815e+06j
2013-08-28 00:00:27 PST,+224468+0j,+3.56067e+06+1.76038e+06j
2013-08-28 00:00:28 PST,+224472+0j,+3.568e+06+1.76245e+06j
2013-08-28 00:00:29 PST,+224477+0j,+3.57538e+06+1.76453e+06j
