# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Wed Feb  9 20:10:02 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+291161+0j,+5.77924e+06+2.74698e+06j
2013-08-28 00:00:02 PST,+369107+0j,+8.94846e+06+4.15505e+06j
2013-08-28 00:00:03 PST,+352282+0j,+8.23534e+06+3.83444e+06j
2013-08-28 00:00:04 PST,+332131+0j,+7.41302e+06+3.46552e+06j
2013-08-28 00:00:05 PST,+335808+0j,+7.58801e+06+3.53933e+06j
2013-08-28 00:00:06 PST,+340085+0j,+7.71554e+06+3.60421e+06j
2013-08-28 00:00:07 PST,+339137+0j,+7.62426e+06+3.57218e+06j
2013-08-28 00:00:08 PST,+337113+0j,+7.48975e+06+3.52079e+06j
2013-08-28 00:00:09 PST,+336521+0j,+7.41457e+06+3.49581e+06j
2013-08-28 00:00:10 PST,+335324+0j,+7.31561e+06+3.46007e+06j
2013-08-28 00:00:11 PST,+334568+0j,+7.31093e+06+3.4536e+06j
2013-08-28 00:00:12 PST,+335202+0j,+7.36411e+06+3.47275e+06j
2013-08-28 00:00:13 PST,+336071+0j,+7.42703e+06+3.49621e+06j
2013-08-28 00:00:14 PST,+336168+0j,+7.45891e+06+3.50573e+06j
2013-08-28 00:00:15 PST,+335562+0j,+7.46207e+06+3.50248e+06j
2013-08-28 00:00:16 PST,+334818+0j,+7.41828e+06+3.4852e+06j
2013-08-28 00:00:17 PST,+334388+0j,+7.38557e+06+3.47316e+06j
2013-08-28 00:00:18 PST,+334793+0j,+7.38666e+06+3.47623e+06j
2013-08-28 00:00:19 PST,+335300+0j,+7.39187e+06+3.48114e+06j
2013-08-28 00:00:20 PST,+335554+0j,+7.38677e+06+3.48146e+06j
2013-08-28 00:00:21 PST,+335526+0j,+7.36247e+06+3.47449e+06j
2013-08-28 00:00:22 PST,+335544+0j,+7.33963e+06+3.46826e+06j
2013-08-28 00:00:23 PST,+335702+0j,+7.32235e+06+3.4645e+06j
2013-08-28 00:00:24 PST,+335844+0j,+7.30434e+06+3.46047e+06j
2013-08-28 00:00:25 PST,+335957+0j,+7.28515e+06+3.45592e+06j
2013-08-28 00:00:26 PST,+336128+0j,+7.30541e+06+3.46273e+06j
2013-08-28 00:00:27 PST,+336358+0j,+7.33084e+06+3.47137e+06j
2013-08-28 00:00:28 PST,+336349+0j,+7.34666e+06+3.47575e+06j
2013-08-28 00:00:29 PST,+336253+0j,+7.35899e+06+3.47854e+06j
