# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Wed Feb  9 20:10:02 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+80353+0j,+764018+442853j
2013-08-28 00:00:02 PST,+107915+0j,+1.13296e+06+620545j
2013-08-28 00:00:03 PST,+109389+0j,+1.15761e+06+631839j
2013-08-28 00:00:04 PST,+106196+0j,+1.11224e+06+609721j
2013-08-28 00:00:05 PST,+106435+0j,+1.11816e+06+612105j
2013-08-28 00:00:06 PST,+107027+0j,+1.12193e+06+614861j
2013-08-28 00:00:07 PST,+106849+0j,+1.11409e+06+612114j
2013-08-28 00:00:08 PST,+106534+0j,+1.10433e+06+608414j
2013-08-28 00:00:09 PST,+106611+0j,+1.10031e+06+607474j
2013-08-28 00:00:10 PST,+106519+0j,+1.09381e+06+605360j
2013-08-28 00:00:11 PST,+106484+0j,+1.09591e+06+605866j
2013-08-28 00:00:12 PST,+106566+0j,+1.09993e+06+607239j
2013-08-28 00:00:13 PST,+106588+0j,+1.10307e+06+608208j
2013-08-28 00:00:14 PST,+106515+0j,+1.10481e+06+608505j
2013-08-28 00:00:15 PST,+106468+0j,+1.10694e+06+608982j
2013-08-28 00:00:16 PST,+106417+0j,+1.10482e+06+608228j
2013-08-28 00:00:17 PST,+106345+0j,+1.10222e+06+607281j
2013-08-28 00:00:18 PST,+106409+0j,+1.10161e+06+607277j
2013-08-28 00:00:19 PST,+106458+0j,+1.10078e+06+607178j
2013-08-28 00:00:20 PST,+106477+0j,+1.09949e+06+606867j
2013-08-28 00:00:21 PST,+106473+0j,+1.09709e+06+606167j
2013-08-28 00:00:22 PST,+106488+0j,+1.09492e+06+605588j
2013-08-28 00:00:23 PST,+106525+0j,+1.09305e+06+605156j
2013-08-28 00:00:24 PST,+106560+0j,+1.09116e+06+604714j
2013-08-28 00:00:25 PST,+106582+0j,+1.08908e+06+604184j
2013-08-28 00:00:26 PST,+106608+0j,+1.09082e+06+604756j
2013-08-28 00:00:27 PST,+106644+0j,+1.09297e+06+605472j
2013-08-28 00:00:28 PST,+106632+0j,+1.09444e+06+605864j
2013-08-28 00:00:29 PST,+106617+0j,+1.09587e+06+606230j
