# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 17:14:09 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+394177+0j,+1.00774e+07+4.66013e+06j
2013-08-28 00:00:02 PST,+411025+0j,+1.09312e+07+5.03194e+06j
2013-08-28 00:00:03 PST,+401757+0j,+1.05094e+07+4.84016e+06j
2013-08-28 00:00:04 PST,+400711+0j,+1.04921e+07+4.82704e+06j
2013-08-28 00:00:05 PST,+401326+0j,+1.05561e+07+4.84975e+06j
2013-08-28 00:00:06 PST,+401307+0j,+1.04841e+07+4.8295e+06j
2013-08-28 00:00:07 PST,+401226+0j,+1.04076e+07+4.80756e+06j
2013-08-28 00:00:08 PST,+401305+0j,+1.03389e+07+4.78904e+06j
2013-08-28 00:00:09 PST,+401167+0j,+1.02596e+07+4.76595e+06j
2013-08-28 00:00:10 PST,+401164+0j,+1.0187e+07+4.74571e+06j
2013-08-28 00:00:11 PST,+401343+0j,+1.02322e+07+4.7597e+06j
2013-08-28 00:00:12 PST,+401311+0j,+1.02704e+07+4.77012e+06j
2013-08-28 00:00:13 PST,+401222+0j,+1.03059e+07+4.7793e+06j
2013-08-28 00:00:14 PST,+401257+0j,+1.03474e+07+4.79108e+06j
2013-08-28 00:00:15 PST,+401231+0j,+1.03859e+07+4.8016e+06j
2013-08-28 00:00:16 PST,+401258+0j,+1.03678e+07+4.79675e+06j
2013-08-28 00:00:17 PST,+401228+0j,+1.03445e+07+4.79003e+06j
2013-08-28 00:00:18 PST,+401250+0j,+1.03235e+07+4.78436e+06j
2013-08-28 00:00:19 PST,+401339+0j,+1.03059e+07+4.78015e+06j
2013-08-28 00:00:20 PST,+401345+0j,+1.02841e+07+4.77418e+06j
2013-08-28 00:00:21 PST,+401367+0j,+1.02521e+07+4.76544e+06j
2013-08-28 00:00:22 PST,+401410+0j,+1.02204e+07+4.75696e+06j
2013-08-28 00:00:23 PST,+401426+0j,+1.01873e+07+4.74792e+06j
2013-08-28 00:00:24 PST,+401452+0j,+1.01547e+07+4.73908e+06j
2013-08-28 00:00:25 PST,+401478+0j,+1.01221e+07+4.73023e+06j
2013-08-28 00:00:26 PST,+401504+0j,+1.01425e+07+4.73614e+06j
2013-08-28 00:00:27 PST,+401529+0j,+1.01668e+07+4.74307e+06j
2013-08-28 00:00:28 PST,+401499+0j,+1.01886e+07+4.74889e+06j
2013-08-28 00:00:29 PST,+401475+0j,+1.02106e+07+4.75481e+06j
