# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Thu Feb 10 20:08:31 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+395443+0j,+1.01049e+07+4.67769e+06j
2013-08-28 00:00:02 PST,+411047+0j,+1.08612e+07+5.01264e+06j
2013-08-28 00:00:03 PST,+407050+0j,+1.06649e+07+4.9257e+06j
2013-08-28 00:00:04 PST,+406545+0j,+1.06402e+07+4.9148e+06j
2013-08-28 00:00:05 PST,+406439+0j,+1.0635e+07+4.91251e+06j
2013-08-28 00:00:06 PST,+406596+0j,+1.06428e+07+4.91588e+06j
2013-08-28 00:00:07 PST,+406484+0j,+1.06372e+07+4.91351e+06j
2013-08-28 00:00:08 PST,+406199+0j,+1.06233e+07+4.90731e+06j
2013-08-28 00:00:09 PST,+406098+0j,+1.06183e+07+4.90514e+06j
2013-08-28 00:00:10 PST,+406174+0j,+1.06221e+07+4.90677e+06j
2013-08-28 00:00:11 PST,+406156+0j,+1.06212e+07+4.90639e+06j
2013-08-28 00:00:12 PST,+406077+0j,+1.06173e+07+4.90471e+06j
2013-08-28 00:00:13 PST,+406161+0j,+1.06215e+07+4.90648e+06j
2013-08-28 00:00:14 PST,+406264+0j,+1.06265e+07+4.90871e+06j
2013-08-28 00:00:15 PST,+406269+0j,+1.06267e+07+4.90883e+06j
2013-08-28 00:00:16 PST,+406284+0j,+1.06275e+07+4.90916e+06j
2013-08-28 00:00:17 PST,+406319+0j,+1.06292e+07+4.90992e+06j
2013-08-28 00:00:18 PST,+406329+0j,+1.06297e+07+4.91013e+06j
2013-08-28 00:00:19 PST,+406312+0j,+1.06288e+07+4.90976e+06j
2013-08-28 00:00:20 PST,+406288+0j,+1.06276e+07+4.90924e+06j
2013-08-28 00:00:21 PST,+406280+0j,+1.06272e+07+4.90907e+06j
2013-08-28 00:00:22 PST,+406267+0j,+1.06266e+07+4.9088e+06j
2013-08-28 00:00:23 PST,+406251+0j,+1.06258e+07+4.90845e+06j
2013-08-28 00:00:24 PST,+406246+0j,+1.06256e+07+4.90834e+06j
2013-08-28 00:00:25 PST,+406249+0j,+1.06257e+07+4.9084e+06j
2013-08-28 00:00:26 PST,+406256+0j,+1.06261e+07+4.90854e+06j
2013-08-28 00:00:27 PST,+406258+0j,+1.06262e+07+4.90859e+06j
2013-08-28 00:00:28 PST,+406263+0j,+1.06264e+07+4.9087e+06j
2013-08-28 00:00:29 PST,+406271+0j,+1.06268e+07+4.90887e+06j
