# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Thu Jan 27 23:36:14 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+394376+0j,+1.00869e+07+4.66433e+06j
2013-08-28 00:00:02 PST,+411808+0j,+1.09702e+07+5.04914e+06j
2013-08-28 00:00:03 PST,+402715+0j,+1.05562e+07+4.86081e+06j
2013-08-28 00:00:04 PST,+401818+0j,+1.05463e+07+4.85091e+06j
2013-08-28 00:00:05 PST,+402176+0j,+1.05979e+07+4.86814e+06j
2013-08-28 00:00:06 PST,+402388+0j,+1.05369e+07+4.85282e+06j
2013-08-28 00:00:07 PST,+402377+0j,+1.04633e+07+4.83222e+06j
2013-08-28 00:00:08 PST,+402209+0j,+1.03822e+07+4.80835e+06j
2013-08-28 00:00:09 PST,+402259+0j,+1.03118e+07+4.78912e+06j
2013-08-28 00:00:10 PST,+402399+0j,+1.02454e+07+4.77183e+06j
2013-08-28 00:00:11 PST,+402471+0j,+1.02858e+07+4.78362e+06j
2013-08-28 00:00:12 PST,+402403+0j,+1.03225e+07+4.79332e+06j
2013-08-28 00:00:13 PST,+402376+0j,+1.03612e+07+4.80386e+06j
2013-08-28 00:00:14 PST,+402437+0j,+1.04042e+07+4.81627e+06j
2013-08-28 00:00:15 PST,+402393+0j,+1.0442e+07+4.82648e+06j
2013-08-28 00:00:16 PST,+402368+0j,+1.04214e+07+4.8205e+06j
2013-08-28 00:00:17 PST,+402356+0j,+1.03987e+07+4.81409e+06j
2013-08-28 00:00:18 PST,+402416+0j,+1.03796e+07+4.80923e+06j
2013-08-28 00:00:19 PST,+402458+0j,+1.03595e+07+4.80398e+06j
2013-08-28 00:00:20 PST,+402462+0j,+1.03376e+07+4.79793e+06j
2013-08-28 00:00:21 PST,+402477+0j,+1.0305e+07+4.78898e+06j
2013-08-28 00:00:22 PST,+402492+0j,+1.02717e+07+4.77985e+06j
2013-08-28 00:00:23 PST,+402515+0j,+1.02388e+07+4.77091e+06j
2013-08-28 00:00:24 PST,+402521+0j,+1.02051e+07+4.76161e+06j
2013-08-28 00:00:25 PST,+402539+0j,+1.01719e+07+4.75255e+06j
2013-08-28 00:00:26 PST,+402570+0j,+1.01927e+07+4.75858e+06j
2013-08-28 00:00:27 PST,+402593+0j,+1.0217e+07+4.76552e+06j
2013-08-28 00:00:28 PST,+402575+0j,+1.02395e+07+4.7716e+06j
2013-08-28 00:00:29 PST,+402559+0j,+1.0262e+07+4.77774e+06j
