# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 23:27:13 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+94059.2+0j,+935300+526013j
2013-08-28 00:00:02 PST,+107280+0j,+1.12349e+06+616023j
2013-08-28 00:00:03 PST,+108163+0j,+1.13913e+06+623026j
2013-08-28 00:00:04 PST,+103911+0j,+1.07868e+06+593694j
2013-08-28 00:00:05 PST,+105092+0j,+1.09827e+06+602623j
2013-08-28 00:00:06 PST,+105704+0j,+1.10235e+06+605508j
2013-08-28 00:00:07 PST,+105437+0j,+1.09339e+06+602184j
2013-08-28 00:00:08 PST,+104938+0j,+1.08113e+06+597268j
2013-08-28 00:00:09 PST,+105068+0j,+1.07802e+06+596732j
2013-08-28 00:00:10 PST,+105291+0j,+1.07618e+06+596842j
2013-08-28 00:00:11 PST,+105328+0j,+1.07926e+06+597824j
2013-08-28 00:00:12 PST,+105307+0j,+1.08172e+06+598477j
2013-08-28 00:00:13 PST,+105224+0j,+1.08327e+06+598691j
2013-08-28 00:00:14 PST,+105247+0j,+1.08636e+06+599636j
2013-08-28 00:00:15 PST,+105181+0j,+1.08814e+06+599965j
2013-08-28 00:00:16 PST,+105130+0j,+1.08606e+06+599223j
2013-08-28 00:00:17 PST,+105100+0j,+1.08411e+06+598579j
2013-08-28 00:00:18 PST,+105140+0j,+1.08318e+06+598420j
2013-08-28 00:00:19 PST,+105184+0j,+1.08231e+06+598294j
2013-08-28 00:00:20 PST,+105199+0j,+1.081e+06+597963j
2013-08-28 00:00:21 PST,+105169+0j,+1.07828e+06+597101j
2013-08-28 00:00:22 PST,+105175+0j,+1.07604e+06+596473j
2013-08-28 00:00:23 PST,+105216+0j,+1.07429e+06+596086j
2013-08-28 00:00:24 PST,+105247+0j,+1.07239e+06+595628j
2013-08-28 00:00:25 PST,+105271+0j,+1.0704e+06+595127j
2013-08-28 00:00:26 PST,+105287+0j,+1.07195e+06+595621j
2013-08-28 00:00:27 PST,+105312+0j,+1.07391e+06+596250j
2013-08-28 00:00:28 PST,+105290+0j,+1.07519e+06+596560j
2013-08-28 00:00:29 PST,+105275+0j,+1.07658e+06+596914j
