# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Thu Jan 27 23:36:14 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+223737+0j,+3.62249e+06+1.77406e+06j
2013-08-28 00:00:02 PST,+235425+0j,+3.9708e+06+1.93015e+06j
2013-08-28 00:00:03 PST,+230682+0j,+3.84303e+06+1.87032e+06j
2013-08-28 00:00:04 PST,+230280+0j,+3.84247e+06+1.86818e+06j
2013-08-28 00:00:05 PST,+230525+0j,+3.86078e+06+1.87454e+06j
2013-08-28 00:00:06 PST,+230639+0j,+3.84068e+06+1.86944e+06j
2013-08-28 00:00:07 PST,+230663+0j,+3.81739e+06+1.86305e+06j
2013-08-28 00:00:08 PST,+230508+0j,+3.78891e+06+1.85433e+06j
2013-08-28 00:00:09 PST,+230477+0j,+3.76409e+06+1.84721e+06j
2013-08-28 00:00:10 PST,+230566+0j,+3.74269e+06+1.84166e+06j
2013-08-28 00:00:11 PST,+230630+0j,+3.75659e+06+1.84589e+06j
2013-08-28 00:00:12 PST,+230544+0j,+3.76726e+06+1.84846e+06j
2013-08-28 00:00:13 PST,+230534+0j,+3.78014e+06+1.852e+06j
2013-08-28 00:00:14 PST,+230610+0j,+3.79548e+06+1.85666e+06j
2013-08-28 00:00:15 PST,+230589+0j,+3.80797e+06+1.86007e+06j
2013-08-28 00:00:16 PST,+230575+0j,+3.80118e+06+1.85809e+06j
2013-08-28 00:00:17 PST,+230562+0j,+3.79356e+06+1.85589e+06j
2013-08-28 00:00:18 PST,+230601+0j,+3.78744e+06+1.85436e+06j
2013-08-28 00:00:19 PST,+230618+0j,+3.78068e+06+1.85256e+06j
2013-08-28 00:00:20 PST,+230608+0j,+3.77313e+06+1.85041e+06j
2013-08-28 00:00:21 PST,+230616+0j,+3.76243e+06+1.84745e+06j
2013-08-28 00:00:22 PST,+230627+0j,+3.75157e+06+1.84447e+06j
2013-08-28 00:00:23 PST,+230641+0j,+3.74082e+06+1.84154e+06j
2013-08-28 00:00:24 PST,+230643+0j,+3.7297e+06+1.83844e+06j
2013-08-28 00:00:25 PST,+230658+0j,+3.71896e+06+1.83552e+06j
2013-08-28 00:00:26 PST,+230674+0j,+3.72576e+06+1.83751e+06j
2013-08-28 00:00:27 PST,+230684+0j,+3.73368e+06+1.83977e+06j
2013-08-28 00:00:28 PST,+230677+0j,+3.7411e+06+1.84181e+06j
2013-08-28 00:00:29 PST,+230666+0j,+3.74844e+06+1.8438e+06j
