# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 23:47:59 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+387017+0j,+9.73947e+06+4.51048e+06j
2013-08-28 00:00:02 PST,+405335+0j,+1.06503e+07+4.90791e+06j
2013-08-28 00:00:03 PST,+396854+0j,+1.02715e+07+4.73516e+06j
2013-08-28 00:00:04 PST,+392361+0j,+1.00882e+07+4.64893e+06j
2013-08-28 00:00:05 PST,+393225+0j,+1.01621e+07+4.67633e+06j
2013-08-28 00:00:06 PST,+393989+0j,+1.01305e+07+4.67345e+06j
2013-08-28 00:00:07 PST,+393549+0j,+1.00396e+07+4.6447e+06j
2013-08-28 00:00:08 PST,+393095+0j,+9.94844e+06+4.61577e+06j
2013-08-28 00:00:09 PST,+393446+0j,+9.89518e+06+4.60371e+06j
2013-08-28 00:00:10 PST,+393644+0j,+9.83458e+06+4.58843e+06j
2013-08-28 00:00:11 PST,+393450+0j,+9.86079e+06+4.59418e+06j
2013-08-28 00:00:12 PST,+393374+0j,+9.8955e+06+4.60327e+06j
2013-08-28 00:00:13 PST,+393477+0j,+9.93864e+06+4.61602e+06j
2013-08-28 00:00:14 PST,+393425+0j,+9.97438e+06+4.6256e+06j
2013-08-28 00:00:15 PST,+393221+0j,+1.0003e+07+4.63193e+06j
2013-08-28 00:00:16 PST,+393191+0j,+9.98295e+06+4.62613e+06j
2013-08-28 00:00:17 PST,+393198+0j,+9.96222e+06+4.6204e+06j
2013-08-28 00:00:18 PST,+393235+0j,+9.94288e+06+4.6153e+06j
2013-08-28 00:00:19 PST,+393255+0j,+9.92272e+06+4.60985e+06j
2013-08-28 00:00:20 PST,+393311+0j,+9.90426e+06+4.60515e+06j
2013-08-28 00:00:21 PST,+393328+0j,+9.87323e+06+4.59667e+06j
2013-08-28 00:00:22 PST,+393350+0j,+9.84182e+06+4.58811e+06j
2013-08-28 00:00:23 PST,+393427+0j,+9.81294e+06+4.58068e+06j
2013-08-28 00:00:24 PST,+393497+0j,+9.78369e+06+4.57311e+06j
2013-08-28 00:00:25 PST,+393537+0j,+9.75303e+06+4.56492e+06j
2013-08-28 00:00:26 PST,+393581+0j,+9.7735e+06+4.57097e+06j
2013-08-28 00:00:27 PST,+393642+0j,+9.79859e+06+4.57841e+06j
2013-08-28 00:00:28 PST,+393613+0j,+9.81945e+06+4.584e+06j
2013-08-28 00:00:29 PST,+393581+0j,+9.84021e+06+4.58951e+06j
