# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Wed Feb  9 20:10:02 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+205719+0j,+3.13405e+06+1.55149e+06j
2013-08-28 00:00:02 PST,+222377+0j,+3.59471e+06+1.75963e+06j
2013-08-28 00:00:03 PST,+210425+0j,+3.27668e+06+1.61334e+06j
2013-08-28 00:00:04 PST,+201494+0j,+3.05051e+06+1.50879e+06j
2013-08-28 00:00:05 PST,+204488+0j,+3.13719e+06+1.54676e+06j
2013-08-28 00:00:06 PST,+207522+0j,+3.19846e+06+1.5779e+06j
2013-08-28 00:00:07 PST,+206973+0j,+3.16468e+06+1.56587e+06j
2013-08-28 00:00:08 PST,+206291+0j,+3.12765e+06+1.55233e+06j
2013-08-28 00:00:09 PST,+206228+0j,+3.10681e+06+1.5462e+06j
2013-08-28 00:00:10 PST,+206021+0j,+3.08232e+06+1.53841e+06j
2013-08-28 00:00:11 PST,+205702+0j,+3.08386e+06+1.53735e+06j
2013-08-28 00:00:12 PST,+205986+0j,+3.10163e+06+1.54364e+06j
2013-08-28 00:00:13 PST,+206392+0j,+3.1226e+06+1.55139e+06j
2013-08-28 00:00:14 PST,+206502+0j,+3.136e+06+1.55564e+06j
2013-08-28 00:00:15 PST,+206227+0j,+3.13935e+06+1.55532e+06j
2013-08-28 00:00:16 PST,+205859+0j,+3.12467e+06+1.54951e+06j
2013-08-28 00:00:17 PST,+205735+0j,+3.11566e+06+1.54643e+06j
2013-08-28 00:00:18 PST,+205940+0j,+3.11524e+06+1.54721e+06j
2013-08-28 00:00:19 PST,+206166+0j,+3.11525e+06+1.54828e+06j
2013-08-28 00:00:20 PST,+206248+0j,+3.1116e+06+1.54763e+06j
2013-08-28 00:00:21 PST,+206249+0j,+3.10285e+06+1.54519e+06j
2013-08-28 00:00:22 PST,+206242+0j,+3.09375e+06+1.54261e+06j
2013-08-28 00:00:23 PST,+206310+0j,+3.08658e+06+1.54091e+06j
2013-08-28 00:00:24 PST,+206383+0j,+3.07949e+06+1.53926e+06j
2013-08-28 00:00:25 PST,+206428+0j,+3.07169e+06+1.53729e+06j
2013-08-28 00:00:26 PST,+206482+0j,+3.07814e+06+1.53935e+06j
2013-08-28 00:00:27 PST,+206569+0j,+3.0865e+06+1.54209e+06j
2013-08-28 00:00:28 PST,+206567+0j,+3.09254e+06+1.54378e+06j
2013-08-28 00:00:29 PST,+206508+0j,+3.09714e+06+1.5448e+06j
