# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Wed Feb  9 20:10:02 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+74308.5+0j,+695421+409331j
2013-08-28 00:00:02 PST,+110415+0j,+1.17064e+06+638532j
2013-08-28 00:00:03 PST,+110802+0j,+1.17913e+06+642090j
2013-08-28 00:00:04 PST,+107862+0j,+1.13708e+06+621570j
2013-08-28 00:00:05 PST,+108206+0j,+1.14473e+06+624755j
2013-08-28 00:00:06 PST,+108748+0j,+1.14768e+06+627149j
2013-08-28 00:00:07 PST,+108594+0j,+1.14001e+06+624516j
2013-08-28 00:00:08 PST,+108276+0j,+1.12996e+06+620717j
2013-08-28 00:00:09 PST,+108349+0j,+1.12573e+06+619708j
2013-08-28 00:00:10 PST,+108259+0j,+1.11908e+06+617559j
2013-08-28 00:00:11 PST,+108219+0j,+1.12119e+06+618049j
2013-08-28 00:00:12 PST,+108291+0j,+1.12517e+06+619388j
2013-08-28 00:00:13 PST,+108331+0j,+1.12867e+06+620507j
2013-08-28 00:00:14 PST,+108266+0j,+1.13061e+06+620881j
2013-08-28 00:00:15 PST,+108215+0j,+1.13276e+06+621353j
2013-08-28 00:00:16 PST,+108168+0j,+1.13064e+06+620606j
2013-08-28 00:00:17 PST,+108102+0j,+1.12807e+06+619684j
2013-08-28 00:00:18 PST,+108163+0j,+1.12737e+06+619647j
2013-08-28 00:00:19 PST,+108207+0j,+1.12642e+06+619503j
2013-08-28 00:00:20 PST,+108228+0j,+1.12512e+06+619194j
2013-08-28 00:00:21 PST,+108222+0j,+1.12261e+06+618462j
2013-08-28 00:00:22 PST,+108235+0j,+1.12033e+06+617843j
2013-08-28 00:00:23 PST,+108268+0j,+1.11834e+06+617368j
2013-08-28 00:00:24 PST,+108299+0j,+1.11632e+06+616878j
2013-08-28 00:00:25 PST,+108318+0j,+1.11412e+06+616308j
2013-08-28 00:00:26 PST,+108342+0j,+1.11588e+06+616880j
2013-08-28 00:00:27 PST,+108374+0j,+1.11804e+06+617591j
2013-08-28 00:00:28 PST,+108364+0j,+1.11958e+06+618004j
2013-08-28 00:00:29 PST,+108352+0j,+1.1211e+06+618401j
