# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Wed Feb  9 20:10:02 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+180552+0j,+2.51397e+06+1.26708e+06j
2013-08-28 00:00:02 PST,+202750+0j,+3.06577e+06+1.51876e+06j
2013-08-28 00:00:03 PST,+187878+0j,+2.70184e+06+1.35087e+06j
2013-08-28 00:00:04 PST,+173705+0j,+2.37682e+06+1.20041e+06j
2013-08-28 00:00:05 PST,+177576+0j,+2.47194e+06+1.24298e+06j
2013-08-28 00:00:06 PST,+181823+0j,+2.55674e+06+1.28444e+06j
2013-08-28 00:00:07 PST,+180998+0j,+2.52265e+06+1.27138e+06j
2013-08-28 00:00:08 PST,+179996+0j,+2.48481e+06+1.25657e+06j
2013-08-28 00:00:09 PST,+179977+0j,+2.46976e+06+1.25226e+06j
2013-08-28 00:00:10 PST,+179720+0j,+2.44934e+06+1.24546e+06j
2013-08-28 00:00:11 PST,+179295+0j,+2.44706e+06+1.24305e+06j
2013-08-28 00:00:12 PST,+179682+0j,+2.46382e+06+1.24937e+06j
2013-08-28 00:00:13 PST,+180199+0j,+2.48363e+06+1.25709e+06j
2013-08-28 00:00:14 PST,+180307+0j,+2.49416e+06+1.26048e+06j
2013-08-28 00:00:15 PST,+179908+0j,+2.49297e+06+1.2585e+06j
2013-08-28 00:00:16 PST,+179412+0j,+2.47768e+06+1.25214e+06j
2013-08-28 00:00:17 PST,+179246+0j,+2.46945e+06+1.24916e+06j
2013-08-28 00:00:18 PST,+179539+0j,+2.47179e+06+1.25101e+06j
2013-08-28 00:00:19 PST,+179841+0j,+2.47428e+06+1.25297e+06j
2013-08-28 00:00:20 PST,+179935+0j,+2.47205e+06+1.25272e+06j
2013-08-28 00:00:21 PST,+179916+0j,+2.46492e+06+1.25065e+06j
2013-08-28 00:00:22 PST,+179908+0j,+2.45794e+06+1.24865e+06j
2013-08-28 00:00:23 PST,+180018+0j,+2.45366e+06+1.2479e+06j
2013-08-28 00:00:24 PST,+180132+0j,+2.44942e+06+1.24718e+06j
2013-08-28 00:00:25 PST,+180198+0j,+2.44408e+06+1.24597e+06j
2013-08-28 00:00:26 PST,+180270+0j,+2.44957e+06+1.24781e+06j
2013-08-28 00:00:27 PST,+180393+0j,+2.45704e+06+1.25042e+06j
2013-08-28 00:00:28 PST,+180385+0j,+2.46151e+06+1.25165e+06j
2013-08-28 00:00:29 PST,+180303+0j,+2.46431e+06+1.2521e+06j
