# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 23:47:59 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+86229.5+0j,+834789+477311j
2013-08-28 00:00:02 PST,+110992+0j,+1.17945e+06+642733j
2013-08-28 00:00:03 PST,+112285+0j,+1.20196e+06+652957j
2013-08-28 00:00:04 PST,+109446+0j,+1.16102e+06+632970j
2013-08-28 00:00:05 PST,+109797+0j,+1.1689e+06+636251j
2013-08-28 00:00:06 PST,+110430+0j,+1.17319e+06+639307j
2013-08-28 00:00:07 PST,+110153+0j,+1.16348e+06+635724j
2013-08-28 00:00:08 PST,+109662+0j,+1.15061e+06+630617j
2013-08-28 00:00:09 PST,+109789+0j,+1.14707e+06+629961j
2013-08-28 00:00:10 PST,+109971+0j,+1.14431e+06+629698j
2013-08-28 00:00:11 PST,+109884+0j,+1.14576e+06+629882j
2013-08-28 00:00:12 PST,+109835+0j,+1.14803e+06+630385j
2013-08-28 00:00:13 PST,+109876+0j,+1.15164e+06+631533j
2013-08-28 00:00:14 PST,+109847+0j,+1.1542e+06+632186j
2013-08-28 00:00:15 PST,+109780+0j,+1.15618e+06+632559j
2013-08-28 00:00:16 PST,+109754+0j,+1.15433e+06+631951j
2013-08-28 00:00:17 PST,+109732+0j,+1.15236e+06+631322j
2013-08-28 00:00:18 PST,+109761+0j,+1.15114e+06+631053j
2013-08-28 00:00:19 PST,+109777+0j,+1.14974e+06+630700j
2013-08-28 00:00:20 PST,+109815+0j,+1.14865e+06+630498j
2013-08-28 00:00:21 PST,+109819+0j,+1.14622e+06+629816j
2013-08-28 00:00:22 PST,+109802+0j,+1.14341e+06+628965j
2013-08-28 00:00:23 PST,+109833+0j,+1.14134e+06+628462j
2013-08-28 00:00:24 PST,+109880+0j,+1.13949e+06+628069j
2013-08-28 00:00:25 PST,+109894+0j,+1.13715e+06+627444j
2013-08-28 00:00:26 PST,+109907+0j,+1.13878e+06+627946j
2013-08-28 00:00:27 PST,+109935+0j,+1.14094e+06+628643j
2013-08-28 00:00:28 PST,+109925+0j,+1.14253e+06+629073j
2013-08-28 00:00:29 PST,+109912+0j,+1.14408e+06+629478j
