# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 20:36:17 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+393577+0j,+1.00489e+07+4.64749e+06j
2013-08-28 00:00:02 PST,+410794+0j,+1.09198e+07+5.02688e+06j
2013-08-28 00:00:03 PST,+401347+0j,+1.04894e+07+4.83133e+06j
2013-08-28 00:00:04 PST,+400022+0j,+1.04585e+07+4.81223e+06j
2013-08-28 00:00:05 PST,+400403+0j,+1.05108e+07+4.82983e+06j
2013-08-28 00:00:06 PST,+400440+0j,+1.04419e+07+4.81087e+06j
2013-08-28 00:00:07 PST,+400472+0j,+1.03712e+07+4.79142e+06j
2013-08-28 00:00:08 PST,+400493+0j,+1.02999e+07+4.77177e+06j
2013-08-28 00:00:09 PST,+400383+0j,+1.02223e+07+4.74934e+06j
2013-08-28 00:00:10 PST,+400393+0j,+1.01506e+07+4.72946e+06j
2013-08-28 00:00:11 PST,+400468+0j,+1.01906e+07+4.74121e+06j
2013-08-28 00:00:12 PST,+400463+0j,+1.023e+07+4.75214e+06j
2013-08-28 00:00:13 PST,+400372+0j,+1.02653e+07+4.76125e+06j
2013-08-28 00:00:14 PST,+400318+0j,+1.03023e+07+4.77111e+06j
2013-08-28 00:00:15 PST,+400301+0j,+1.03411e+07+4.78175e+06j
2013-08-28 00:00:16 PST,+400277+0j,+1.03207e+07+4.77586e+06j
2013-08-28 00:00:17 PST,+400222+0j,+1.02961e+07+4.7686e+06j
2013-08-28 00:00:18 PST,+400255+0j,+1.02759e+07+4.76321e+06j
2013-08-28 00:00:19 PST,+400321+0j,+1.02572e+07+4.75853e+06j
2013-08-28 00:00:20 PST,+400343+0j,+1.02364e+07+4.75293e+06j
2013-08-28 00:00:21 PST,+400359+0j,+1.02042e+07+4.74412e+06j
2013-08-28 00:00:22 PST,+400404+0j,+1.01727e+07+4.7357e+06j
2013-08-28 00:00:23 PST,+400453+0j,+1.01414e+07+4.72741e+06j
2013-08-28 00:00:24 PST,+400494+0j,+1.01097e+07+4.71893e+06j
2013-08-28 00:00:25 PST,+400525+0j,+1.00775e+07+4.71025e+06j
2013-08-28 00:00:26 PST,+400559+0j,+1.00982e+07+4.71628e+06j
2013-08-28 00:00:27 PST,+400602+0j,+1.01232e+07+4.72358e+06j
2013-08-28 00:00:28 PST,+400585+0j,+1.01454e+07+4.72962e+06j
2013-08-28 00:00:29 PST,+400562+0j,+1.01674e+07+4.73553e+06j
