# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 21:37:46 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+362428+0j,+8.62353e+06+4.01552e+06j
2013-08-28 00:00:02 PST,+385512+0j,+9.70045e+06+4.48805e+06j
2013-08-28 00:00:03 PST,+367635+0j,+8.91088e+06+4.13375e+06j
2013-08-28 00:00:04 PST,+361246+0j,+8.65391e+06+4.01539e+06j
2013-08-28 00:00:05 PST,+364208+0j,+8.81349e+06+4.08152e+06j
2013-08-28 00:00:06 PST,+364990+0j,+8.78978e+06+4.08059e+06j
2013-08-28 00:00:07 PST,+364550+0j,+8.71033e+06+4.05522e+06j
2013-08-28 00:00:08 PST,+363699+0j,+8.61315e+06+4.02193e+06j
2013-08-28 00:00:09 PST,+362404+0j,+8.49736e+06+3.98025e+06j
2013-08-28 00:00:10 PST,+362803+0j,+8.45527e+06+3.97147e+06j
2013-08-28 00:00:11 PST,+364085+0j,+8.54069e+06+4.00462e+06j
2013-08-28 00:00:12 PST,+364026+0j,+8.57086e+06+4.01259e+06j
2013-08-28 00:00:13 PST,+363066+0j,+8.56179e+06+4.00301e+06j
2013-08-28 00:00:14 PST,+362632+0j,+8.57538e+06+4.00363e+06j
2013-08-28 00:00:15 PST,+362534+0j,+8.60348e+06+4.01078e+06j
2013-08-28 00:00:16 PST,+362555+0j,+8.58866e+06+4.00676e+06j
2013-08-28 00:00:17 PST,+362596+0j,+8.57255e+06+4.00257e+06j
2013-08-28 00:00:18 PST,+362518+0j,+8.55114e+06+3.99606e+06j
2013-08-28 00:00:19 PST,+362313+0j,+8.52431e+06+3.98713e+06j
2013-08-28 00:00:20 PST,+362313+0j,+8.50645e+06+3.98211e+06j
2013-08-28 00:00:21 PST,+362482+0j,+8.48684e+06+3.97785e+06j
2013-08-28 00:00:22 PST,+362546+0j,+8.46201e+06+3.97144e+06j
2013-08-28 00:00:23 PST,+362633+0j,+8.43816e+06+3.96544e+06j
2013-08-28 00:00:24 PST,+362768+0j,+8.41639e+06+3.96038e+06j
2013-08-28 00:00:25 PST,+362788+0j,+8.38959e+06+3.95311e+06j
2013-08-28 00:00:26 PST,+362824+0j,+8.40679e+06+3.95816e+06j
2013-08-28 00:00:27 PST,+362991+0j,+8.43291e+06+3.96661e+06j
2013-08-28 00:00:28 PST,+363000+0j,+8.45215e+06+3.97206e+06j
2013-08-28 00:00:29 PST,+362900+0j,+8.4667e+06+3.97539e+06j
