# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Thu Jan 27 23:36:14 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+223686+0j,+3.62104e+06+1.77341e+06j
2013-08-28 00:00:02 PST,+235438+0j,+3.97117e+06+1.93032e+06j
2013-08-28 00:00:03 PST,+230571+0j,+3.83979e+06+1.86885e+06j
2013-08-28 00:00:04 PST,+230154+0j,+3.8388e+06+1.86651e+06j
2013-08-28 00:00:05 PST,+230402+0j,+3.85718e+06+1.87291e+06j
2013-08-28 00:00:06 PST,+230511+0j,+3.83695e+06+1.86776e+06j
2013-08-28 00:00:07 PST,+230534+0j,+3.81366e+06+1.86136e+06j
2013-08-28 00:00:08 PST,+230390+0j,+3.78553e+06+1.85279e+06j
2013-08-28 00:00:09 PST,+230364+0j,+3.76088e+06+1.84574e+06j
2013-08-28 00:00:10 PST,+230453+0j,+3.73949e+06+1.84019e+06j
2013-08-28 00:00:11 PST,+230516+0j,+3.75338e+06+1.84442e+06j
2013-08-28 00:00:12 PST,+230436+0j,+3.76418e+06+1.84705e+06j
2013-08-28 00:00:13 PST,+230425+0j,+3.77701e+06+1.85057e+06j
2013-08-28 00:00:14 PST,+230495+0j,+3.79216e+06+1.85515e+06j
2013-08-28 00:00:15 PST,+230472+0j,+3.8046e+06+1.85854e+06j
2013-08-28 00:00:16 PST,+230459+0j,+3.79786e+06+1.85657e+06j
2013-08-28 00:00:17 PST,+230446+0j,+3.79024e+06+1.85438e+06j
2013-08-28 00:00:18 PST,+230484+0j,+3.78408e+06+1.85283e+06j
2013-08-28 00:00:19 PST,+230503+0j,+3.77738e+06+1.85106e+06j
2013-08-28 00:00:20 PST,+230495+0j,+3.76989e+06+1.84893e+06j
2013-08-28 00:00:21 PST,+230503+0j,+3.7592e+06+1.84597e+06j
2013-08-28 00:00:22 PST,+230513+0j,+3.74835e+06+1.84299e+06j
2013-08-28 00:00:23 PST,+230527+0j,+3.73761e+06+1.84006e+06j
2013-08-28 00:00:24 PST,+230529+0j,+3.72651e+06+1.83698e+06j
2013-08-28 00:00:25 PST,+230544+0j,+3.71577e+06+1.83405e+06j
2013-08-28 00:00:26 PST,+230561+0j,+3.72257e+06+1.83604e+06j
2013-08-28 00:00:27 PST,+230571+0j,+3.73049e+06+1.83831e+06j
2013-08-28 00:00:28 PST,+230563+0j,+3.7379e+06+1.84034e+06j
2013-08-28 00:00:29 PST,+230552+0j,+3.74523e+06+1.84233e+06j
