# file...... output/IEEE_123_feeder_0_swing_node_4.csv
# date...... Fri Jan 28 23:47:59 2022
# user...... lei
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 00:00:00 PST,+138000+0i,+1.6262e+06+855353j
2013-08-28 00:00:01 PST,+178583+0j,+2.4685e+06+1.24613e+06j
2013-08-28 00:00:02 PST,+225677+0j,+3.68798e+06+1.80196e+06j
2013-08-28 00:00:03 PST,+211484+0j,+3.30509e+06+1.62627e+06j
2013-08-28 00:00:04 PST,+194679+0j,+2.87703e+06+1.42966e+06j
2013-08-28 00:00:05 PST,+200481+0j,+3.03281e+06+1.49929e+06j
2013-08-28 00:00:06 PST,+204710+0j,+3.12453e+06+1.54422e+06j
2013-08-28 00:00:07 PST,+203017+0j,+3.06193e+06+1.51889e+06j
2013-08-28 00:00:08 PST,+200815+0j,+2.98732e+06+1.48797e+06j
2013-08-28 00:00:09 PST,+201117+0j,+2.9767e+06+1.48637e+06j
2013-08-28 00:00:10 PST,+201975+0j,+2.97994e+06+1.49118e+06j
2013-08-28 00:00:11 PST,+202197+0j,+2.99488e+06+1.49634e+06j
2013-08-28 00:00:12 PST,+202201+0j,+3.00506e+06+1.49925e+06j
2013-08-28 00:00:13 PST,+202140+0j,+3.01358e+06+1.50136e+06j
2013-08-28 00:00:14 PST,+202186+0j,+3.02488e+06+1.50472e+06j
2013-08-28 00:00:15 PST,+201857+0j,+3.02657e+06+1.50371e+06j
2013-08-28 00:00:16 PST,+201534+0j,+3.01344e+06+1.49856e+06j
2013-08-28 00:00:17 PST,+201414+0j,+3.00483e+06+1.49562e+06j
2013-08-28 00:00:18 PST,+201656+0j,+3.00544e+06+1.49687e+06j
2013-08-28 00:00:19 PST,+202006+0j,+3.00876e+06+1.49939e+06j
2013-08-28 00:00:20 PST,+202112+0j,+3.0059e+06+1.49906e+06j
2013-08-28 00:00:21 PST,+201975+0j,+2.99399e+06+1.49512e+06j
2013-08-28 00:00:22 PST,+201940+0j,+2.98457e+06+1.49231e+06j
2013-08-28 00:00:23 PST,+202069+0j,+2.97929e+06+1.4914e+06j
2013-08-28 00:00:24 PST,+202237+0j,+2.97491e+06+1.49094e+06j
2013-08-28 00:00:25 PST,+202353+0j,+2.96922e+06+1.48988e+06j
2013-08-28 00:00:26 PST,+202440+0j,+2.97627e+06+1.49226e+06j
2013-08-28 00:00:27 PST,+202524+0j,+2.98425e+06+1.49488e+06j
2013-08-28 00:00:28 PST,+202446+0j,+2.98815e+06+1.49563e+06j
2013-08-28 00:00:29 PST,+202370+0j,+2.99213e+06+1.4964e+06j
